x,y,impress
-60.710678118654755,-102.4744871391589,1.2595580263192696
-52.661296232912534,-100.31766176330456,1.2766768668556363
-44.611914347170284,-98.16083638745022,1.2938173857764594
-36.56253246142805,-96.00401101159588,1.3108360828453636
-28.513150575685813,-93.84718563574154,1.3275449762225413
-20.463768689943574,-91.6903602598872,1.3437023661641365
-12.414386804201339,-89.53353488403286,1.359004898501583
-4.365004918459103,-87.37670950817852,1.3730845018240396
3.684376967283132,-85.21988413232418,1.3855157989583458
11.733758853025368,-83.06305875646984,1.3958402014111229
19.78314073876761,-80.9062333806155,1.4036093985108016
27.832522624509842,-78.74940800476116,1.4084426407662742
35.88190451025207,-76.59258262890683,1.4100838235175226
43.93128639599432,-74.43575725305249,1.408442640766274
51.980668281736556,-72.27893187719815,1.403609398510802
60.03005016747879,-70.12210650134381,1.3958402014111235
68.07943205322103,-67.96528112548947,1.385515798958346
76.12881393896328,-65.80845574963513,1.3730845018240396
84.17819582470548,-63.65163037378079,1.359004898501583
92.22757771044773,-61.49480499792645,1.3437023661641367
100.27695959618998,-59.33797962207211,1.327544976222541
108.32634148193219,-57.18115424621777,1.3108360828453636
116.37572336767444,-55.02432887036343,1.293817385776459
124.42510525341669,-52.867503494509094,1.2766768668556367
132.4744871391589,-50.710678118654755,1.2595580263192694
-62.867503494509094,-94.42510525341667,1.2755000700900814
-54.81812160876687,-92.26827987756234,1.2941165100261778
-46.76873972302462,-90.111454501708,1.3129162283791835
-38.71935783728239,-87.95462912585366,1.3317636535421638
-30.669975951540152,-85.79780374999932,1.3504710330735228
-22.620594065797917,-83.64097837414498,1.3687830394845872
-14.571212180055678,-81.48415299829064,1.3863598703454496
-6.5218302943134425,-79.3273276224363,1.4027630784442422
1.527551591428793,-77.17050224658196,1.4174534831561485
9.576933477171028,-75.01367687072762,1.4298154820688946
17.62631536291327,-72.85685149487328,1.439219127626504
25.675697248655503,-70.70002611901894,1.4451134534519026
33.72507913439773,-68.5432007431646,1.4471226038167444
41.77446102013998,-66.38637536731027,1.4451134534519026
49.823842905882216,-64.22954999145593,1.4392191276265045
57.87322479162445,-62.07272461560159,1.429815482068895
65.92260667736669,-59.91589923974725,1.4174534831561485
73.97198856310894,-57.759073863892894,1.402763078444242
82.02137044885114,-55.60224848803857,1.3863598703454494
90.0707523345934,-53.44542311218423,1.368783039484587
98.12013422033564,-51.288597736329876,1.3504710330735223
106.16951610607785,-49.13177236047555,1.3317636535421635
114.2188979918201,-46.9749469846212,1.3129162283791829
122.26827987756235,-44.81812160876686,1.2941165100261784
130.31766176330456,-42.661296232912534,1.2755000700900812
-65.02432887036343,-86.37572336767442,1.2911607006672463
-56.97494698462121,-84.21889799182009,1.3113691199864301
-48.92556509887896,-82.06207261596575,1.3319615108652108
-40.87618321313673,-79.90524724011141,1.3528228240559248
-32.82680132739449,-77.74842186425707,1.3737810958887684
-24.777419441652256,-75.59159648840273,1.3945849057785962
-16.72803755591002,-73.43477111254839,1.4148737009269685
-8.678655670167785,-71.27794573669405,1.4341433360159395
-0.6292737844255498,-69.12112036083971,1.4517189337076808
7.420108101316686,-66.96429498498537,1.4667649501187432
15.469489987058928,-64.80746960913103,1.4783710262608247
23.51887187280116,-62.650644233276694,1.485713948317878
31.568253758543392,-60.493818857422355,1.4882281351195967
39.617635644285635,-58.336993481568015,1.485713948317878
47.66701753002787,-56.180168105713676,1.478371026260825
55.71639941577011,-54.02334272985934,1.4667649501187439
63.76578130151235,-51.866517354005,1.4517189337076808
71.8151631872546,-49.70969197815066,1.4341433360159395
79.8645450729968,-47.55286660229632,1.4148737009269685
87.91392695873905,-45.39604122644198,1.3945849057785964
95.9633088444813,-43.239215850587634,1.3737810958887682
104.01269073022351,-41.0823904747333,1.3528228240559246
112.06207261596576,-38.925565098878955,1.3319615108652105
120.11145450170801,-36.768739723024616,1.311369119986431
128.16083638745022,-34.611914347170284,1.2911607006672463
-67.18115424621777,-78.32634148193219,1.3063609118038948
-59.13177236047555,-76.16951610607785,1.3282338869786139
-51.0823904747333,-74.01269073022351,1.3507313196046653
-43.033008588991066,-71.85586535436917,1.3737747650168832
-34.98362670324883,-69.69903997851483,1.3972303700412239
-26.934244817506595,-67.5422146026605,1.4208805118031411
-18.884862931764356,-65.38538922680615,1.4443800598136793
-10.835481046022121,-63.228563850951815,1.4671913277917454
-2.7860991602798855,-61.071738475097476,1.4885016546730625
5.26328272546235,-58.91491309924314,1.5071713959036628
13.312664611204593,-56.7580877233888,1.5218339531430947
21.362046496946824,-54.60126234753446,1.5312090996190366
29.411428382689056,-52.44443697168012,1.534433013830025
37.4608102684313,-50.28761159582578,1.5312090996190366
45.51019215417354,-48.13078621997144,1.521833953143095
53.55957403991577,-45.9739608441171,1.5071713959036634
61.60895592565801,-43.81713546826276,1.4885016546730627
69.65833781140026,-41.660310092408416,1.467191327791745
77.70771969714247,-39.503484716554084,1.4443800598136793
85.75710158288472,-37.34665934069974,1.4208805118031416
93.80648346862696,-35.1898339648454,1.3972303700412236
101.85586535436917,-33.033008588991066,1.373774765016883
109.90524724011142,-30.87618321313672,1.3507313196046646
117.95462912585367,-28.71935783728238,1.3282338869786146
126.00401101159588,-26.56253246142805,1.3063609118038946
-69.33797962207211,-70.27695959618995,1.320893913194884
-61.28859773632989,-68.12013422033561,1.3444709664134522
-53.23921585058764,-65.96330884448128,1.3689489071036274
-45.189833964845405,-63.806483468626936,1.394303764995041
-37.14045207910317,-61.6496580927726,1.4204672354890944
-29.091070193360935,-59.49283271691826,1.447298046746973
-21.0416883076187,-57.33600734106392,1.4745313015754677
-12.992306421876464,-55.17918196520958,1.5016843384952685
-4.942924536134228,-53.02235658935524,1.5278818635493405
3.1064573496080072,-50.8655312135009,1.5516017283512495
11.15583923535025,-48.70870583764656,1.5706635274451506
19.20522112109248,-46.55188046179222,1.582956041392303
27.254603006834714,-44.395055085937884,1.5871877702595931
35.303984892576956,-42.238229710083544,1.5829560413923036
