x,y,radius,drawdown
20.0,440.0,141.4213562373095,-6.032962325504049
26.896551724137936,440.0,136.63181211144104,-6.160552740133787
33.79310344827586,440.0,132.02889461432173,-6.287652266931213
40.689655172413794,440.0,127.63279671256377,-6.413425379364228
47.586206896551715,440.0,123.46561234460799,-6.536875269040906
54.48275862068965,440.0,119.55128154041184,-6.656832586043303
61.37931034482759,440.0,115.91542285497663,-6.771951579829506
68.27586206896552,440.0,112.58501874010005,-6.880717613478976
75.17241379310344,440.0,109.58792125566002,-6.981470428803291
82.06896551724137,440.0,106.95215461566085,-7.072447213416867
88.9655172413793,440.0,104.70501000475157,-7.151848034620062
95.86206896551724,440.0,102.8719578632848,-7.21792325105905
102.75862068965517,440.0,101.47544116939422,-7.269078160270714
109.6551724137931,440.0,100.53365335940174,-7.3039850856543165
116.55172413793103,440.0,100.05943536928902,-7.321688736434033
123.44827586206895,440.0,100.05943536928902,-7.321688736434033
130.3448275862069,440.0,100.53365335940174,-7.3039850856543165
137.24137931034483,440.0,101.47544116939422,-7.269078160270714
144.13793103448273,440.0,102.8719578632848,-7.21792325105905
151.03448275862067,440.0,104.70501000475156,-7.151848034620062
157.9310344827586,440.0,106.95215461566085,-7.072447213416867
164.82758620689654,440.0,109.58792125566002,-6.981470428803291
171.72413793103448,440.0,112.58501874010005,-6.880717613478976
178.6206896551724,440.0,115.91542285497663,-6.771951579829506
185.51724137931035,440.0,119.55128154041184,-6.656832586043303
192.41379310344826,440.0,123.46561234460796,-6.536875269040906
199.3103448275862,440.0,127.63279671256376,-6.413425379364228
206.20689655172413,440.0,132.0288946143217,-6.287652266931214
213.10344827586206,440.0,136.63181211144104,-6.160552740133787
220.0,440.0,141.4213562373095,-6.032962325504049
20.0,446.8965517241379,136.63181211144104,-6.160552740133787
26.896551724137936,446.8965517241379,131.66815925542608,-6.297807659216862
33.79310344827586,446.8965517241379,126.88530684809723,-6.435258495009284
40.689655172413794,446.8965517241379,122.3044679377117,-6.572043782566354
47.586206896551715,446.8965517241379,117.94918190680737,-6.707106398305463
54.48275862068965,446.8965517241379,113.84533806358053,-6.839172076491775
61.37931034482759,446.8965517241379,110.02107678306079,-6.966735045164554
68.27586206896552,446.8965517241379,106.50651869986551,-7.088056333958468
75.17241379310344,446.8965517241379,103.33326940532204,-7.201181524244215
82.06896551724137,446.8965517241379,100.53365335940173,-7.303985085654318
88.9655172413793,446.8965517241379,98.13965152246693,-7.3942471509817596
95.86206896551724,446.8965517241379,96.18155642056105,-7.469764815047496
102.75862068965517,446.8965517241379,94.68641529479986,-7.528493481274289
109.6551724137931,446.8965517241379,93.67639798073189,-7.568705204128375
116.55172413793103,446.8965517241379,93.1672833524572,-7.589142655790707
123.44827586206895,446.8965517241379,93.1672833524572,-7.589142655790707
130.3448275862069,446.8965517241379,93.67639798073189,-7.568705204128375
137.24137931034483,446.8965517241379,94.68641529479986,-7.528493481274289
144.13793103448273,446.8965517241379,96.18155642056105,-7.469764815047496
151.03448275862067,446.8965517241379,98.13965152246693,-7.3942471509817596
157.9310344827586,446.8965517241379,100.53365335940171,-7.303985085654318
164.82758620689654,446.8965517241379,103.33326940532204,-7.201181524244215
171.72413793103448,446.8965517241379,106.50651869986551,-7.088056333958468
178.6206896551724,446.8965517241379,110.02107678306079,-6.966735045164554
185.51724137931035,446.8965517241379,113.84533806358053,-6.839172076491775
192.41379310344826,446.8965517241379,117.94918190680735,-6.707106398305463
199.3103448275862,446.8965517241379,122.3044679377117,-6.572043782566354
206.20689655172413,446.8965517241379,126.88530684809722,-6.435258495009285
213.10344827586206,446.8965517241379,131.66815925542608,-6.297807659216862
220.0,446.8965517241379,136.63181211144104,-6.160552740133787
20.0,453.7931034482759,132.02889461432173,-6.287652266931213
26.896551724137936,453.7931034482759,126.88530684809723,-6.435258495009284
33.79310344827586,453.7931034482759,121.91496227354268,-6.583918564530239
40.689655172413794,453.7931034482759,117.13991552733124,-6.732770029660177
47.586206896551715,453.7931034482759,112.58501874010005,-6.880717613478976
54.48275862068965,453.7931034482759,108.27805840074194,-7.0263974290197355
61.37931034482759,453.7931034482759,104.24976867469637,-7.168146525526846
68.27586206896552,453.7931034482759,100.53365335940174,-7.3039850856543165
75.17241379310344,453.7931034482759,97.16553657658876,-7.431621239967675
82.06896551724137,453.7931034482759,94.1827605775701,-7.548490395996804
88.9655172413793,453.7931034482759,91.62296727990638,-7.651840771095009
95.86206896551724,453.7931034482759,89.52244817756669,-7.738872673812097
102.75862068965517,453.7931034482759,87.91412954470319,-7.806929607278197
109.6551724137931,453.7931034482759,86.82536766906325,-7.853724849039664
116.55172413793103,453.7931034482759,86.27583450480554,-7.87757126706097
123.44827586206895,453.7931034482759,86.27583450480554,-7.87757126706097
130.3448275862069,453.7931034482759,86.82536766906325,-7.853724849039664
137.24137931034483,453.7931034482759,87.91412954470319,-7.806929607278197
144.13793103448273,453.7931034482759,89.52244817756669,-7.738872673812097
151.03448275862067,453.7931034482759,91.62296727990636,-7.651840771095009
157.9310344827586,453.7931034482759,94.18276057757008,-7.548490395996806
164.82758620689654,453.7931034482759,97.16553657658876,-7.431621239967675
171.72413793103448,453.7931034482759,100.53365335940174,-7.3039850856543165
178.6206896551724,453.7931034482759,104.24976867469637,-7.168146525526846
185.51724137931035,453.7931034482759,108.27805840074194,-7.0263974290197355
192.41379310344826,453.7931034482759,112.58501874010004,-6.880717613478976
199.3103448275862,453.7931034482759,117.13991552733123,-6.732770029660179
206.20689655172413,453.7931034482759,121.91496227354267,-6.583918564530239
